Time,X,Y,Z,GX,GY,GZ,Activity
738683.1873,-0.630493,0.536133,-0.533936,-34.309387,3.295898,-22.308348,Climb_1
738683.1873,-0.542969,0.519043,-0.547363,-24.940489,4.104614,-22.15576,Climb_1
738683.1874,-0.348145,0.484741,-0.673218,101.203911,138.923645,25.901793,Climb_1
738683.1874,-0.27356,0.320557,-0.619995,90.133659,150.619507,6.034851,Climb_1
738683.1874,-0.07605,0.36731,-0.93396,106.285088,141.273499,19.546509,Climb_1
738683.1874,-0.221191,0.241455,-1.03125,81.80999,81.787102,2.166748,Climb_1
738683.1874,0.012329,0.068848,-1.016968,79.00238,47.538754,8.888245,Climb_1
738683.1874,0.172974,0.068604,-1.048828,102.775566,36.651611,-16.448975,Climb_1
738683.1874,-0.112915,0.017212,-0.93811,60.264584,35.430908,-53.749081,Climb_1
738683.1873,-0.65564,0.451538,-0.481689,-17.883301,23.651121,-25.238035,Climb_1
738683.1873,-0.658081,0.481201,-0.494873,-27.145384,17.028809,-9.536743,Climb_1
738683.1873,-0.692017,0.485229,-0.474121,-22.338865,2.731323,-19.111633,Climb_1
738683.1873,-0.657837,0.487549,-0.438477,-13.771056,2.89154,-32.028198,Climb_1
738683.1874,0.229858,-0.283447,-0.96582,74.317932,22.02606,-36.132813,Climb_1
738683.1873,-0.623901,0.427124,-0.380981,-19.042969,13.290404,-23.963926,Climb_1
738683.1879,-0.57373,0.656494,-0.708252,-16.113281,0.228882,-47.149654,Climb_1
738683.1879,-0.667969,0.614746,-0.641235,-20.149229,17.227173,-29.724119,Climb_1
738683.1879,-0.577637,0.500732,-0.610107,-17.38739,3.707886,-10.887145,Climb_1
738683.1879,-0.586304,0.566895,-0.621948,13.908385000000001,-9.57489,-8.56781,Climb_1
738683.1879,-0.553223,0.521973,-0.622559,16.624451,-12.145995,-15.205382,Climb_1
738683.1879,-0.602295,0.479614,-0.679321,28.762815,-17.311096,-16.304016,Climb_1
738683.1879,-0.59375,0.481445,-0.563599,22.53723,-24.650572,-10.551452,Climb_1
738683.1875,0.649536,0.070679,-0.856812,56.999203,-12.222289,1.342773,Climb_1
738683.1879,-0.595581,0.49939,-0.586548,4.150391,-5.28717,-4.28009,Climb_1
738683.1874,-0.047485,0.203369,-0.818237,68.809509,130.088806,1.472473,Climb_1
738683.1874,0.082642,0.195923,-1.162354,82.321159,100.997917,15.693664,Climb_1
738683.1874,0.117065,-0.015991,-0.933594,29.380796,85.441582,11.528014,Climb_1
738683.1874,0.135986,-0.018188,-1.005981,52.314754,69.725037,-8.621216,Climb_1
738683.1874,0.106934,-0.141479,-0.998901,65.475464,44.784542,-30.616758,Climb_1
738683.1874,0.269409,-0.072876,-0.994751,63.308712,29.876707,-31.425474,Climb_1
738683.1874,0.209229,-0.142822,-0.907593,48.820492,22.895811,-21.087645,Climb_1
738683.1874,0.248535,-0.045898,-0.849731,51.61285,35.682678,-41.717525,Climb_1
738683.1874,0.260498,-0.051392,-0.837769,41.603085,47.431942,-69.908142,Climb_1
738683.1874,0.383057,-0.146606,-0.840454,56.434628,54.603573,-88.287346,Climb_1
738683.1874,0.353638,-0.139038,-0.933228,76.751709,43.624874,-82.229607,Climb_1
738683.1874,0.48938,-0.28772,-0.841919,50.842281,25.543211,-62.843319,Climb_1
738683.1874,0.605469,-0.382813,-0.970947,96.839897,11.421203,-68.534851,Climb_1
738683.1874,0.457397,-0.407959,-0.924683,19.577026,-13.641356,-7.133483,Climb_1
738683.1874,-0.10791,-0.050293,-0.922729,-80.894463,-62.232967,-2.906799,Climb_1
738683.1874,-0.129517,0.075439,-0.934448,-68.588257,-35.964966,-35.858154,Climb_1
738683.1874,-0.130371,0.111694,-0.900391,-67.337036,-29.830931,-51.101681,Climb_1
738683.1874,-0.149292,0.069336,-0.88916,-50.193783,-22.293089,-52.87933,Climb_1
738683.1873,-0.624512,0.481812,-0.494629,-21.759031,8.69751,-32.226563,Climb_1
738683.1873,-0.651001,0.538696,-0.462402,-17.921448,2.906799,-22.888182,Climb_1
738683.1873,-0.691772,0.527344,-0.471069,-19.607544,2.372742,-20.874022,Climb_1
738683.1873,-0.724609,0.547607,-0.442627,-31.028746,21.949766,-20.759581,Climb_1
738683.1873,-0.640991,0.480591,-0.520508,-8.43811,27.557371,-38.574219,Climb_1
738683.1873,-0.747314,0.538696,-0.612427,-1.922607,20.408628,-26.81732,Climb_1
738683.1873,-0.764648,0.467041,-0.499878,-12.374877,-4.310608,-31.036375,Climb_1
738683.1873,-0.678955,0.500122,-0.469604,-18.836975,1.052856,-31.471251,Climb_1
738683.1879,-0.48584,0.449097,-0.656372,-12.4588,17.50946,46.119686,Climb_1
738683.1879,-0.455811,0.499756,-0.460693,33.561707,95.603935,43.495174,Climb_1
738683.1879,-0.373779,0.443604,-0.554443,84.991447,127.967827,33.64563,Climb_1
738683.1873,-0.663574,0.445679,-0.419556,-16.616821,9.628296,-26.93939,Climb_1
738683.1879,-0.1604,0.292847,-0.873047,154.090881,142.860413,55.7785,Climb_1
738683.1875,0.501465,-0.091675,-0.866455,4.570007,-20.935057,-6.462097,Climb_1
738683.1875,0.481079,-0.073975,-0.834351,-7.102966,-11.726378,-6.393432,Climb_1
738683.1875,0.481445,-0.029663,-0.829102,-20.51544,-3.952026,-10.223388,Climb_1
738683.1875,0.484131,0.005249,-0.863281,-29.365538,3.280639,-9.338379,Climb_1
738683.1875,0.458862,0.040771,-0.825317,-28.861998,-6.843566,-10.963439,Climb_1
738683.1875,0.490601,0.057983,-0.856689,-22.5296,-7.736206,-25.146482,Climb_1
738683.1875,0.45459,0.056763,-0.861084,-29.632566,-9.857178,-22.468565,Climb_1
738683.1878,0.179199,0.184448,-0.934204,-75.904846,-74.882507,-43.29681,Climb_1
738683.1878,0.053955,0.046143000000000003,-0.915161,-78.315735,-107.89489,-67.955017,Climb_1
738683.1878,-0.265259,0.171509,-0.815918,-73.486328,-88.203423,-34.996033,Climb_1
738683.1878,-0.280151,0.352051,-0.804443,-75.98877,-94.90966,-40.733334,Climb_1
738683.1878,-0.306885,0.325073,-0.769165,-65.826416,-62.538143,-44.517513,Climb_1
738683.1878,-0.346313,0.334473,-0.745483,-56.327816,-50.697323,-53.50494,Climb_1
738683.1878,-0.368042,0.382568,-0.674194,-53.970333,-65.246582,-50.140377,Climb_1
738683.1878,-0.567627,0.315552,-0.588867,-64.224243,-71.784973,-64.155579,Climb_1
738683.1878,-0.697876,0.337646,-0.650269,-49.613949,-62.33215,-64.529419,Climb_1
738683.1878,-0.398193,0.436768,-0.309814,-106.948845,-46.638485,-37.528992,Climb_1
738683.1878,-0.591919,0.389404,-0.707397,-84.213249,19.416809,-27.664183,Climb_1
738683.1878,-0.64563,0.572998,-0.793579,-6.141662,-1.472473,-31.234739,Climb_1
738683.1878,-0.523438,0.569824,-0.735596,-43.815609,24.559019,-36.613464,Climb_1
738683.1878,-0.597412,0.539307,-0.757568,-22.743223,26.611326,-26.977537,Climb_1
738683.1878,-0.609619,0.55249,-0.680542,-15.068053,-0.244141,-9.70459,Climb_1
738683.1878,-0.653076,0.45459,-0.682617,0.747681,-6.622314,-21.942137,Climb_1
738683.1955,0.047241,0.007813,-0.806763,90.538017,-128.349304,18.218994,Climb_1
738683.1955,-0.121948,0.045898,-1.070923,116.821281,-151.016235,25.421141,Climb_1
738683.1955,0.017212,0.028687,-0.929077,43.403622,-134.292603,10.292052,Climb_1
738683.1955,-0.180664,0.006958,-0.795776,19.851685,-92.178337,-5.058288,Climb_1
738683.1874,-0.202881,0.069702,-0.853149,-43.655392,-49.98016,-46.394344,Climb_1
738683.1874,-0.192505,0.180298,-0.758179,-49.903866,-59.326168,-36.605835,Climb_1
738683.1874,-0.328979,0.164917,-0.953247,-66.635132,-15.151977,-51.48315,Climb_1
738683.1874,0.077271,0.176025,-0.728271,-139.205933,-8.621216,-30.792234,Climb_1
738683.1874,-0.467529,0.202637,-0.863403,-65.170288,-37.559509,-42.449947,Climb_1
738683.1874,-0.227051,0.515137,-0.830566,-65.02533,-45.753475,-64.682007,Climb_1
738683.1874,-0.375122,0.434692,-0.867676,-73.959351,-24.856565,-91.545097,Climb_1
738683.1874,-0.395142,0.403442,-0.787109,-22.804258,6.538391,-88.462822,Climb_1
738683.1874,-0.581543,0.366333,-0.833496,3.303528,-4.417419,-55.374142,Climb_1
738683.1874,-0.556641,0.305542,-0.847168,6.904602,30.555723,-16.76178,Climb_1
738683.1874,-0.490601,0.319214,-0.900391,1.419067,49.72076,4.974365,Climb_1
738683.1879,-0.307251,0.407349,-0.61499,79.620361,133.346558,29.20532,Climb_1
738683.1878,-0.482666,0.426392,-0.66394,85.388176,117.881767,30.204771,Climb_1
738683.1878,-0.226563,0.31311,-0.652344,93.444817,136.016846,12.985229,Climb_1
738683.1878,-0.182251,0.275146,-0.833862,127.464287,178.039536,62.080379,Climb_1
738683.1878,-0.133057,0.235352,-1.15686,76.377869,86.128227,48.149105,Climb_1
738683.1878,0.023926,0.108765,-1.033936,78.514099,44.670101,21.331785,Climb_1
738683.1878,-0.022583,0.075439,-0.915039,59.974667,37.101746,27.488707,Climb_1
738683.1878,-0.053955,-0.014893,-0.878906,49.652096,45.783993,64.674377,Climb_1
738683.1878,0.077515,0.01709,-0.899902,36.994934,43.106075,72.822571,Climb_1
738683.1878,0.13623,-0.01709,-0.898315,32.325745,32.13501,62.530514,Climb_1
738683.1878,0.190186,0.024048,-0.850586,24.536131,28.259275,44.845577,Climb_1
738683.1878,0.158081,-0.066528,-0.883423,59.501644,48.492428,37.67395,Climb_1
738683.1873,-0.780396,0.445557,-0.355591,-27.297972,17.76886,-8.033752,Climb_1
738683.1873,-0.751221,0.442139,-0.383545,-29.541014,24.345396,-6.141662,Climb_1
738683.1873,-0.721558,0.432861,-0.388794,-23.681639,27.481077,-14.98413,Climb_1
738683.1873,-0.796143,0.438721,-0.422729,-25.29907,18.157959,-18.707275,Climb_1
738683.1873,-0.790283,0.432129,-0.388184,-24.147032,12.794494,-16.593933,Climb_1
738683.1873,-0.809814,0.362183,-0.433838,-31.265257,17.417908,-3.90625,Climb_1
738683.1873,-0.726929,0.383545,-0.44397,-32.844543,22.438047,14.610290000000001,Climb_1
738683.1873,-0.654663,0.444214,-0.467896,-52.642818,32.25708,16.326904,Climb_1
738683.1873,-0.347168,0.591309,-0.22644,44.105526,57.632442,5.210876,Climb_1
738683.1873,-0.582886,0.501099,-0.384399,-24.513243,52.680965,-5.592346,Climb_1
738683.1873,-0.727173,0.385376,-0.467163,-4.875183,19.943237,-3.608703,Climb_1
738683.1873,-0.679321,0.476807,-0.419434,8.934021,20.713804,-17.51709,Climb_1
738683.1873,-0.635498,0.378418,-0.331787,45.661922,45.951839,-34.378052,Climb_1
738683.1873,-0.753662,0.424316,-0.529175,57.952877,79.116821,-5.012512,Climb_1
738683.1873,-0.667847,0.38501,-0.60144,49.240108,107.299797,11.169433,Climb_1
738683.1873,-0.626343,0.317871,-0.660522,61.630245,100.234978,-2.738952,Climb_1
738683.1873,-0.647949,0.271973,-0.8125,53.428646,85.09063,17.875671,Climb_1
738683.1956,-0.913452,-0.483032,-0.330688,-47.698971,-11.337279,52.543636,Climb_1
738683.1956,-0.542603,-0.143555,-0.767212,50.193783,22.02606,123.870842,Climb_1
738683.1956,-0.197021,-0.080688,-0.929077,18.081665,34.461975,63.102718,Climb_1
738683.1879,-0.763794,0.532715,-0.509888,26.298521,2.388,15.098571,Climb_1
738683.1879,-0.702148,0.468018,-0.549683,7.987976,10.95581,7.987976,Climb_1
738683.1879,-0.61499,0.365479,-0.425903,24.765013,41.671749,28.160093,Climb_1
738683.1879,-0.555786,0.429932,-0.625122,-2.922058,14.503478,42.8009,Climb_1
738683.1879,-0.515259,0.471558,-0.577515,-9.017944,16.311646,35.720825,Climb_1
738683.1879,-0.44873,0.374756,-0.586792,25.260923,55.709835,36.483765,Climb_1
738683.1878,-0.604492,0.230713,-0.714478,-8.18634,27.389524,45.890804,Climb_1
738683.1878,-0.515991,0.347656,-0.594116,24.230955,43.228146,35.232544,Climb_1
738683.1878,-0.499634,0.407837,-0.495361,37.635803,65.284729,26.863096,Climb_1
738683.1873,-0.112549,0.050903,-0.990723,41.618343,15.342711,-10.276793,Climb_1
738683.1874,-0.158081,-0.009033,-0.956543,47.370907,16.00647,-18.028259,Climb_1
738683.1874,-0.174927,-0.085327,-0.9729,30.578611,18.112183,-8.331299,Climb_1
738683.1874,-0.074097,-0.032715,-0.932861,24.589537,23.132322,-3.135681,Climb_1
738683.1874,-0.120972,-0.125122,-0.967896,31.593321,26.405333,0.205994,Climb_1
738683.1874,-0.046509,-0.083008,-0.984863,37.475586,12.268065,5.874633,Climb_1
738683.1874,-0.039551,-0.142212,-0.985352,45.341488,3.77655,-7.308959,Climb_1
738683.1874,-0.052612,-0.183838,-0.946899,37.849426,4.844666,-5.111694,Climb_1
738683.1874,-0.056763,-0.200806,-0.975586,42.785641,22.758482,0.961304,Climb_1
738683.1879,-0.605957,0.578979,-0.520508,4.02832,-13.22174,5.607605,Climb_1
738683.1874,-0.072021,-0.281006,-0.92749,49.812313,4.005432,-0.389099,Climb_1
738683.1874,-0.052856,-0.325317,-0.93396,52.482601,4.394531,-2.39563,Climb_1
738683.1874,-0.039307,-0.3573,-0.904053,34.538269,4.867554,-5.683898,Climb_1
738683.1874,-0.042358,-0.348267,-0.962769,37.67395,8.69751,6.126403,Climb_1
738683.1874,0.028442,-0.35437,-0.888916,30.433653,5.607605,-7.843017,Climb_1
738683.1874,-0.025879,-0.481689,-0.955933,41.137691,-2.189636,-9.4528199999999991,Climb_1
738683.1874,0.069458,-0.405273,-0.789185,34.706116,-8.209229,-26.893614,Climb_1
738683.1874,-0.026733,-0.489746,-0.932495,26.451109,4.318237,-9.33075,Climb_1
738683.1874,0.067139,-0.424683,-0.828613,18.112183,-7.919311,-26.748655,Climb_1
738683.1874,0.022583,-0.360596,-0.793945,6.446838,-6.492614,-7.316589,Climb_1
738683.1874,-0.002075,-0.665894,-0.890991,29.029844,-33.355713,-28.465269,Climb_1
738683.1874,-0.060547,-0.476807,-0.871826,12.931823,-32.913208,-8.308411,Climb_1
738683.1874,-0.084961,-0.457886,-0.872192,-16.63208,-3.219604,16.227722,Climb_1
738683.1874,-0.039673,-0.379028,-1.132568,-33.172607,40.924068,1.602173,Climb_1
738683.1874,-0.023438,-0.522949,-1.001221,-41.412350000000004,18.890381,7.385253,Climb_1
738683.1879,-0.371094,0.497559,-0.345215,22.53723,46.882626,42.564388,Climb_1
738683.1879,-0.516724,0.498047,-0.313599,107.040398,149.665833,39.779663,Climb_1
738683.1879,-0.342651,0.347046,-0.478516,53.413387,141.014099,61.042782,Climb_1
738683.1873,-0.468262,0.355469,-0.903564,43.983456,72.914124,3.120422,Climb_1
738683.1873,-0.404907,0.247314,-0.851074,19.386292,80.757133,-28.099058,Climb_1
738683.1873,-0.38562,0.206909,-0.88501,32.196045,75.363159,1.159668,Climb_1
738683.1873,-0.307373,0.216675,-0.892334,38.772583,67.276001,1.319885,Climb_1
738683.1873,-0.280518,0.204346,-0.920654,44.80743,48.538204,5.020141,Climb_1
738683.1873,-0.252197,0.206177,-0.911499,44.975277,29.701231,12.7182,Climb_1
738683.1873,-0.218262,0.158081,-0.920044,39.825439,40.191647,-5.638122,Climb_1
738683.1873,-0.259277,0.062012,-0.932739,31.875608,47.653194,-8.605957,Climb_1
738683.1873,-0.217407,0.092163,-0.990234,31.761168,38.322449,1.083374,Climb_1
738683.1873,-0.201172,0.103027,-0.965088,20.606993,25.703428,5.424499,Climb_1
738683.1873,-0.136597,0.098389,-0.927979,21.934507,23.78845,-0.221252,Climb_1
738683.1873,-0.152222,0.063477,-0.955322,32.844543,18.936157,-6.629943,Climb_1
