Time,X,Y,Z,GX,GY,GZ,Activity
738679.7443,0.048584,0.796387,0.28772,-12.08496,4.463196,13.305663,Tree_movement
738679.744,-0.365356,0.77478,0.031494,-21.636961,81.398003,12.886046,Tree_movement
738679.744,-0.340576,0.875,-0.077148,-44.143673,105.781548,10.772704,Tree_movement
738679.7441,0.304077,0.866211,0.202148,-22.743223,-20.530699,6.683349,Tree_movement
738679.7441,0.384033,0.864502,0.22876,-9.910583,-35.02655,-11.817931,Tree_movement
738679.7441,0.382324,0.775635,0.175171,17.364502,-14.617919,-32.707214,Tree_movement
738679.7441,0.38501,0.783081,0.124634,31.86035,-16.983032,-44.425961,Tree_movement
738679.7441,0.386108,0.92334,0.08252,3.509521,-16.357422,-67.642212,Tree_movement
738679.7441,0.282104,0.979614,0.128906,5.882263,1.159668,-88.088982,Tree_movement
738679.7441,-0.05957,0.936768,0.135864,40.451046,-23.674009,-58.708187,Tree_movement
738679.7444,0.052124,0.695923,0.562988,-4.730225,-9.628296,2.983093,Tree_movement
738679.7444,0.014404,0.747559,0.551514,11.260985,-8.68988,-11.650084,Tree_movement
738679.7443,0.145996,0.889771,0.092407,5.767822,-6.744384,-8.529663,Tree_movement
738679.7443,0.214233,1.024658,0.075562,-27.145384,-9.384155,4.165649,Tree_movement
738679.7443,0.16687,0.902954,0.045776,-13.008117,18.791199,16.677856,Tree_movement
738679.7443,0.241089,0.844849,0.140381,-11.329650000000001,19.020081,16.960144,Tree_movement
738679.7443,0.19397,0.922119,0.165527,-16.212463,27.404783,12.939452,Tree_movement
738679.7443,0.165894,0.866333,0.15564,-6.958007,22.178648,9.32312,Tree_movement
738679.7443,0.156616,0.942139,0.264038,-21.621702,13.916015,19.775391,Tree_movement
738679.7443,0.303223,0.81604,0.249512,-10.32257,19.714355,31.471251,Tree_movement
738679.7443,0.1698,0.651245,0.248535,8.003235,41.183468,14.648437,Tree_movement
738679.7443,0.382202,0.724487,0.370728,23.948668,54.412838,31.631468,Tree_movement
738679.7443,0.372559,0.891357,0.206177,38.398743,107.719414,44.876095,Tree_movement
738679.7443,0.253418,0.755981,0.245117,33.287048,81.665031,20.164488,Tree_movement
738679.7443,0.300659,0.848633,0.162598,42.694088,57.15942,24.368284,Tree_movement
738679.7443,0.213135,0.837646,0.028564,81.390373,68.016052,14.86206,Tree_movement
738679.7441,-0.166504,0.962036,0.084473,-18.066406,-20.332335,28.587339,Tree_movement
738679.744,0.292725,0.816528,0.005737,10.871886,-12.062072,-11.070251,Tree_movement
738679.744,0.316162,0.772827,-0.030273,19.561768,-3.761291,-18.424988,Tree_movement
738679.744,0.258179,0.792847,-0.091187,13.679503,-4.928589,-32.463074,Tree_movement
738679.744,0.253052,0.890381,-0.109619,-8.735657,6.660461,-22.956846,Tree_movement
738679.744,0.287231,0.795288,-0.029053,-5.28717,21.286009,-15.281676,Tree_movement
738679.744,0.227661,1.02124,-0.068726,-13.046264,4.508972,-2.799988,Tree_movement
738679.744,0.327393,1.008057,-0.04248,-16.838074,11.032104,-25.81024,Tree_movement
738679.744,0.154053,0.946045,-0.083252,-8.06427,15.205382,-51.055904,Tree_movement
738679.7441,0.093628,0.803467,0.057373,4.302979,-25.848387,30.2124,Tree_movement
738679.7441,-0.077148,0.983398,0.19043,-3.463745,-36.16333,41.076656,Tree_movement
738679.7441,0.231201,0.778931,0.184448,-2.449036,-10.57434,45.524593,Tree_movement
738679.7441,0.195068,0.946411,0.2052,-3.814697,41.229244,35.995483,Tree_movement
738679.7441,0.160156,0.930298,0.189453,0.663757,79.460144,21.591185,Tree_movement
738679.7441,0.02124,0.91626,0.178223,15.380858,53.520199,12.092589,Tree_movement
738679.7444,0.300537,0.581421,0.717407,-1.663208,2.296448,4.737854,Tree_movement
738679.7444,0.294922,0.529053,0.686279,11.413573,-4.974365,-0.801086,Tree_movement
738679.7441,0.007935,0.938354,0.22644,6.904602,11.161803,22.773741,Tree_movement
738679.7441,0.132202,0.884033,0.236328,19.15741,9.170532,27.877806,Tree_movement
738679.7441,0.318359,0.835449,0.091797,33.309937,29.739378,24.833677,Tree_movement
738679.744,0.081177,0.898193,0.054565,-10.803222,2.929687,-14.762877,Tree_movement
738679.744,-0.037109,0.886108,0.144531,-5.676269,-9.887695,-38.261414,Tree_movement
738679.7441,0.217163,0.903076,0.286743,-18.867493,-19.180298,-2.052307,Tree_movement
738679.7441,0.258057,0.852295,0.217285,6.752014,-2.487183,-6.271362,Tree_movement
738679.7441,0.193115,0.880737,0.160156,-7.728576,-31.211851,-15.945434,Tree_movement
738679.7441,0.136597,0.936035,0.156616,2.510071,-28.907774,-29.197691,Tree_movement
738679.744,-0.282593,0.799316,0.00647,31.051634,-18.714905,-27.648924,Tree_movement
738679.744,-0.334351,0.830566,0.02832,63.606258,-86.486809,-22.689817,Tree_movement
738679.744,-0.210693,0.937012,-0.018433,51.391598,-97.274773,-9.986877,Tree_movement
738679.744,-0.138306,0.961914,-0.036011,34.233093,-88.661186,-14.617919,Tree_movement
738679.744,-0.341919,0.905273,-0.134644,43.693539,-61.363216,-25.794981,Tree_movement
738679.744,-0.326294,0.983887,-0.133423,28.96118,-41.65649,-36.056519,Tree_movement
738679.744,-0.372925,1.249146,-0.019043,-27.57263,-24.703978,-18.165588,Tree_movement
738679.744,-0.324463,1.010376,0.058594,-19.165039,-28.236387,-9.658813,Tree_movement
738679.744,-0.369385,1.034546,0.042725,27.488707,-41.358944,2.235413,Tree_movement
738679.744,-0.164063,1.037109,-0.005859,22.644041,-31.768797,-4.302979,Tree_movement
738679.744,-0.226074,0.661499,-0.008179,9.658813,-13.832091,-10.261535,Tree_movement
738679.744,0.18103,0.509277,0.059082,-6.774902,-2.365112,-0.63324,Tree_movement
738679.744,0.291992,0.60144,0.296509,-22.315977,55.152889,-29.365538,Tree_movement
738679.744,-0.573242,0.889893,0.134033,-57.556149,72.20459,-1.144409,Tree_movement
738679.744,-0.511597,0.962891,-0.041504,-65.971375,8.392334,-22.842405,Tree_movement
738679.744,-0.568726,1.070923,0.186035,-41.625973,57.991024,-24.749754,Tree_movement
738679.744,-0.376831,0.827026,0.126709,-78.75824,4.829407,16.395569,Tree_movement
738679.744,-0.351074,0.747437,0.298584,-19.393921,2.922058,3.601074,Tree_movement
738679.744,-0.285278,0.889404,0.131104,16.151428,-12.641906,13.267516,Tree_movement
738679.744,-0.396851,1.048096,0.225708,29.747007,-7.080078,15.548705,Tree_movement
738679.744,-0.325073,1.061401,0.141357,19.14978,-25.169371,37.254333,Tree_movement
738679.744,-0.358887,0.966064,0.022461,11.032104,-10.421752,39.001465,Tree_movement
738679.7441,-0.348877,0.933228,0.101929,12.390136,-10.704040000000001,66.27655,Tree_movement
738679.7441,-0.193726,0.827148,0.06604,5.477905,10.330199,85.136406,Tree_movement
738679.7441,-0.115845,0.780273,0.191406,14.068603,20.965574,80.108643,Tree_movement
738679.7441,0.004517,0.821045,0.155151,26.68762,41.000362,72.349548,Tree_movement
738679.7441,-0.076904,0.795288,0.014648,33.630371,56.549068,62.088009,Tree_movement
738679.7441,-0.054565,0.93396,-0.007935,15.724181,54.946896,81.748955,Tree_movement
738679.7441,0.197266,1.067383,0.072388,-25.131224,63.896175,62.545773,Tree_movement
738679.7441,0.148438,0.769531,0.042114,19.706726,57.579037,58.189388,Tree_movement
738679.7441,0.153076,0.783447,0.049927,-24.810789,46.501156,59.394833,Tree_movement
738679.7441,0.214844,0.723389,0.104736,-48.171993,34.202576,34.996033,Tree_movement
738679.7441,0.285278,0.657593,0.081421,-2.334595,54.405209,31.486509,Tree_movement
738679.7441,0.159058,0.754639,0.153198,8.460999,39.466858,20.416258,Tree_movement
738679.7441,0.233154,0.812134,0.160522,-6.019592,30.151365,8.491516,Tree_movement
738679.7441,0.268677,0.934448,0.173828,-9.468079,-10.871886,25.947569,Tree_movement
738679.7441,0.275513,0.906738,0.240601,-19.256592,-83.618156,19.187927,Tree_movement
738679.7441,0.412476,1.118896,0.127319,-30.693052,-52.276608,-11.71112,Tree_movement
738679.7441,0.304077,0.866211,0.202148,-22.743223,-20.530699,6.683349,Tree_movement
738679.7441,0.384033,0.864502,0.22876,-9.910583,-35.02655,-11.817931,Tree_movement
738679.7441,0.382324,0.775635,0.175171,17.364502,-14.617919,-32.707214,Tree_movement
738679.7441,0.38501,0.783081,0.124634,31.86035,-16.983032,-44.425961,Tree_movement
738679.7441,0.386108,0.92334,0.08252,3.509521,-16.357422,-67.642212,Tree_movement
738679.7441,0.282104,0.979614,0.128906,5.882263,1.159668,-88.088982,Tree_movement
738679.7441,-0.05957,0.936768,0.135864,40.451046,-23.674009,-58.708187,Tree_movement
738679.7441,-0.03186,0.747192,0.096558,31.34918,-80.589287,-71.075439,Tree_movement
738679.7441,-0.049072,0.700806,0.069214,4.15802,-57.327267,-80.80291,Tree_movement
738679.7443,0.241089,0.844849,0.140381,-11.329650000000001,19.020081,16.960144,Tree_movement
738679.7441,-0.218018,0.743774,0.427856,9.773254,-0.823975,-3.448486,Tree_movement
738679.7441,-0.159058,0.927246,0.519287,-20.057678,-10.45227,-1.251221,Tree_movement
738679.7441,-0.187256,0.72522,0.489868,-3.593445,-9.07135,1.678467,Tree_movement
738679.7441,-0.107544,0.641724,0.550781,0.953674,-7.736206,4.432678,Tree_movement
738679.744,0.234009,1.130249,-0.156982,-84.289543,-65.185547,-27.786253,Tree_movement
738679.744,0.371094,1.455322,-0.179199,-138.519287,-229.026779,-89.607231,Tree_movement
738679.744,0.623169,0.721191,-0.117432,-91.972343,-120.071404,-81.115715,Tree_movement
738679.744,0.30249,0.761963,-0.071289,-39.016724,18.165588,-15.129088,Tree_movement
738679.744,0.177002,0.649658,0.08313,57.617184,-0.213623,-68.695068,Tree_movement
738679.744,-0.117676,0.829346,0.113281,62.866207,-106.773369,-23.063658,Tree_movement
738679.744,0.243896,1.211182,0.096069,49.835201,-121.261589,-30.899046,Tree_movement
738679.7441,-0.170166,0.72583,0.145752,-40.794369,4.608154,-1.533508,Tree_movement
738679.7441,-0.095093,0.770142,0.130371,-26.19171,10.45227,12.817382,Tree_movement
738679.7441,-0.252441,0.82605,0.182373,6.263732,-6.965637,4.867554,Tree_movement
738679.7441,-0.166504,0.962036,0.084473,-18.066406,-20.332335,28.587339,Tree_movement
738679.7441,-0.10437,0.865479,0.13623,-20.698545,-33.52356,4.570007,Tree_movement
738679.7441,-0.061035,0.853149,0.23877,-16.624451,9.437561,24.902342,Tree_movement
738679.7441,-0.175659,0.851929,0.35376,-26.580809,6.591796,7.781982,Tree_movement
738679.7441,-0.270264,0.804565,0.260742,-8.216858,9.19342,16.410828,Tree_movement
738679.7441,0.051758,0.980103,0.339966,14.625548,1.800537,37.92572,Tree_movement
738679.7441,-0.047485,0.871582,0.241821,12.550353,6.958007,29.71649,Tree_movement
738679.7441,-0.180786,0.966064,0.159424,20.088194,-4.03595,21.980284,Tree_movement
738679.7441,-0.159546,0.815186,0.062866,4.165649,-7.720947,27.908323,Tree_movement
738679.7441,0.093628,0.803467,0.057373,4.302979,-25.848387,30.2124,Tree_movement
738679.744,-0.20166,0.943604,0.021851,-12.374877,60.394283,13.160705,Tree_movement
738679.744,-0.402588,0.905151,0.087402,-4.089355,45.555111,15.48767,Tree_movement
738679.744,-0.233521,0.953735,0.135864,-7.537841,31.814573,18.714905,Tree_movement
738679.744,-0.318359,0.836792,0.169434,-7.003784,50.72784,18.157959,Tree_movement
738679.744,-0.172485,0.780762,0.106201,22.064207,45.509335,43.586727,Tree_movement
738679.744,-0.208984,0.960205,0.113525,54.336544,56.816097,72.090149,Tree_movement
738679.744,0.043091,0.94812,-0.076416,48.736568,54.153439,76.782227,Tree_movement
738679.744,0.060059,0.852661,-0.142944,52.337643,96.702568,83.595268,Tree_movement
738679.744,0.036377,0.962891,-0.151611,66.230774,160.934433,98.327629,Tree_movement
738679.7444,-0.009277,0.866821,0.557739,0.419617,0.602722,-10.765075,Tree_movement
738679.7444,-0.026855,0.762085,0.515991,-11.062621,-2.876281,-2.334595,Tree_movement
738679.7444,0.053833,0.73584,0.546997,-3.562927,-5.401611,-11.070251,Tree_movement
738679.7444,-0.018555,0.792847,0.578491,-0.297546,3.89862,-10.757445,Tree_movement
738679.7444,-0.033203,0.738647,0.538086,0.305176,1.327515,-6.126403,Tree_movement
738679.7444,-0.011475,0.854126,0.560913,-3.486633,-1.914978,0.869751,Tree_movement
738679.7444,-0.001709,0.7677,0.555786,5.500793,6.111145,4.234314,Tree_movement
738679.7444,-0.033569,0.851685,0.523193,2.159119,13.587951,-1.00708,Tree_movement
738679.7441,-0.325073,0.890015,0.075806,-26.603697,2.998352,32.867432,Tree_movement
738679.7441,-0.175171,1.128784,0.109863,-20.782469,-25.0473,23.780821,Tree_movement
738679.7441,0.067383,1.07373,0.070923,-36.010742,-15.731811,5.447387,Tree_movement
738679.7441,-0.170166,0.72583,0.145752,-40.794369,4.608154,-1.533508,Tree_movement
738679.7441,-0.095093,0.770142,0.130371,-26.19171,10.45227,12.817382,Tree_movement
738679.7441,-0.252441,0.82605,0.182373,6.263732,-6.965637,4.867554,Tree_movement
738679.744,0.259888,0.905396,-0.047974,10.360717,-12.496947,-17.669678,Tree_movement
738679.7444,-0.044556,0.723389,0.535278,-1.213074,23.742674,8.880615,Tree_movement
738679.7444,-0.044678,0.779175,0.53064,-4.28009,8.171082,12.092589,Tree_movement
738679.7444,0.01416,0.83252,0.532959,-19.836426,14.259337,-1.670837,Tree_movement
738679.7444,-0.043823,0.718018,0.576782,-10.475158,23.826597,12.229918,Tree_movement
738679.7444,-0.058594,0.774658,0.577515,-15.884398,25.794981,15.48767,Tree_movement
738679.7444,-0.026855,0.734131,0.577393,-33.866882,22.361753,22.003172,Tree_movement
738679.7444,-0.06958,0.661499,0.562378,-15.960692,25.024412,16.853333,Tree_movement
738679.7444,-0.145508,0.84668,0.628418,-33.401489,24.246214,25.405882,Tree_movement
738679.744,0.109131,1.047974,-0.021729,-25.80261,9.742737,-65.589905,Tree_movement
738679.744,0.127075,0.850708,0.003784,3.128052,-1.060486,-36.941528,Tree_movement
738679.744,0.12439,1.018677,-0.070801,10.32257,5.752563,-16.090393,Tree_movement
738679.744,0.029541,0.779175,-0.020264,-42.228695,28.724669,-16.342163,Tree_movement
738679.744,0.08313,0.709839,0.046509,-17.364502,13.305663,-9.010315,Tree_movement
738679.744,0.011597,0.873901,0.095459,-17.272949,12.397765,-17.166138,Tree_movement
738679.744,-0.023438,0.872437,0.066406,-31.494139,24.688719,-18.959045,Tree_movement
738679.744,-0.028076,0.935181,0.161499,-11.215209,-14.266967,-9.933472,Tree_movement
738679.744,0.111084,0.927246,0.127808,-14.686584,3.868103,1.823425,Tree_movement
738679.744,0.117432,0.917847,0.118774,-10.528563,2.380371,5.775451,Tree_movement
738679.744,0.057983,0.920288,0.12439,-15.35797,-5.584716,-6.889343,Tree_movement
738679.7444,0.237427,0.624634,0.657593,9.475708,4.806519,-10.45227,Tree_movement
738679.7444,0.194702,0.580444,0.623657,6.103515,13.496398,-2.357483,Tree_movement
738679.744,0.099976,1.019043,0.181274,-34.515381,7.080078,-48.919674,Tree_movement
738679.744,0.027222,0.901733,0.193359,-26.44348,45.1889,-51.849361,Tree_movement
738679.744,-0.124512,0.93103,0.147461,10.543822,64.498901,-66.589355,Tree_movement
738679.744,-0.235107,0.842041,0.049072,19.454956,50.430294,-54.801937,Tree_movement
738679.7444,0.332886,0.614502,0.653564,-13.832091,2.02179,-5.340576,Tree_movement
738679.7444,0.242432,0.60791,0.677856,-21.194456,-6.477355,-21.423338,Tree_movement
738679.7444,0.236938,0.467163,0.732056,-16.983032,-8.865356,-26.107786,Tree_movement
738679.7444,0.261108,0.485718,0.733521,-9.231567,-4.547119,-20.805357,Tree_movement
738679.7444,0.207031,0.588867,0.743896,-3.730774,-4.806519,-21.827696,Tree_movement
738679.7444,0.247559,0.712402,0.69165,11.886596,-8.384705,-39.924622,Tree_movement
738679.7444,0.189331,0.789063,0.947388,-45.303341,-2.029419,-33.042908,Tree_movement
738679.7444,0.266724,0.751221,0.621582,-18.974304,23.323057,-22.842405,Tree_movement
738679.7444,0.030518,0.442139,0.610474,9.895325,-38.612366,-33.355713,Tree_movement
738679.7444,0.186401,0.505859,0.704712,-0.190735,-17.303467,-21.629332,Tree_movement
738679.7444,0.106812,0.606812,0.743896,-15.86914,0.991821,-3.227234,Tree_movement
738679.7444,0.197876,0.61438,0.759033,-10.848998,-4.341125,10.711669,Tree_movement
738679.7444,0.124634,0.661987,0.680786,18.684387,-5.15747,-3.631592,Tree_movement
738679.7444,0.237671,0.699219,0.733032,25.779722,-7.354736,-1.64032,Tree_movement
738679.7444,0.232056,0.701904,0.700195,24.04022,1.060486,-10.856627,Tree_movement
738679.7444,0.181519,0.51062,0.726318,3.90625,14.511107,29.556273,Tree_movement
738679.7444,0.243286,0.656128,0.619141,21.972654,21.90399,-1.754761,Tree_movement
738679.7444,0.152466,0.771484,0.638794,23.368834,29.632566,-9.048462,Tree_movement
738679.7441,0.087158,0.894531,-0.230835,-27.526854,-15.3656,-37.42981,Tree_movement
738679.7441,-0.098145,0.663696,-0.053955,-19.645691,-1.953125,-28.518675000000002,Tree_movement
738679.7441,-0.100708,1.055908,-0.244385,-14.160155,-21.453856,-32.25708,Tree_movement
738679.7441,0.050049,0.832886,-0.018188,-70.625305,-44.784542,-24.80316,Tree_movement
738679.7441,-0.111084,0.751831,-0.02356,-50.773617,-20.538328,-22.270201,Tree_movement
738679.7441,0.050049,0.61499,0.03479,-22.331236,0.740051,-0.312805,Tree_movement
738679.7441,-0.044556,0.937012,-0.201172,-51.696774,48.667904,-5.683898,Tree_movement
738679.7441,-0.127441,0.96521,-0.135498,-40.580746,15.602111,4.714966,Tree_movement
738679.7444,0.251709,0.622803,0.716797,-8.735657,-2.868652,16.098022,Tree_movement
738679.7444,0.300537,0.581421,0.717407,-1.663208,2.296448,4.737854,Tree_movement
738679.7444,0.294922,0.529053,0.686279,11.413573,-4.974365,-0.801086,Tree_movement
738679.7444,0.348877,0.748169,0.705322,5.462646,5.119323,-1.419067,Tree_movement
738679.7444,0.195435,0.681274,0.771973,-14.976501,2.433777,-15.602111,Tree_movement
738679.7444,0.237427,0.624634,0.657593,9.475708,4.806519,-10.45227,Tree_movement
738679.7444,0.194702,0.580444,0.623657,6.103515,13.496398,-2.357483,Tree_movement
738679.7444,0.162354,0.653076,0.640381,3.730774,-3.250122,11.634826,Tree_movement
738679.7444,0.272827,0.652344,0.647095,11.741637,-0.62561,19.241333,Tree_movement
738679.7444,0.289551,0.675537,0.650635,0.87738,9.674072,29.304502,Tree_movement
738679.7444,0.325073,0.647827,0.679932,-9.536743,5.233764,16.220093,Tree_movement
738679.7444,0.332886,0.614502,0.653564,-13.832091,2.02179,-5.340576,Tree_movement
738679.7444,0.242432,0.60791,0.677856,-21.194456,-6.477355,-21.423338,Tree_movement
738679.7444,0.236938,0.467163,0.732056,-16.983032,-8.865356,-26.107786,Tree_movement
738679.7441,0.037231,0.803223,0.265015,-31.013487,-62.088009,-17.860413,Tree_movement
738679.7445,-0.095093,0.634766,0.706787,-9.338379,58.212276,7.118225,Tree_movement
738679.7445,-0.096802,0.591553,0.593994,4.425049,63.507076,19.844055,Tree_movement
738679.7445,-0.181763,0.60376,0.646362,0.061035,39.833069,30.014036,Tree_movement
738679.7445,-0.168579,0.675903,0.677246,8.766174,12.275695,21.965025,Tree_movement
738679.7445,-0.222656,0.647095,0.664307,-5.592346,-26.039122,33.813477,Tree_movement
738679.7445,-0.003174,0.664917,0.626831,20.751951,-41.007992,59.600826,Tree_movement
738679.7441,-0.158936,0.929321,0.092529,46.501156,-87.692253,-84.381096,Tree_movement
738679.7441,-0.243652,1.112427,-0.085693,54.38995,-123.840324,-76.438904,Tree_movement
738679.7441,-0.114868,0.742798,-0.070923,30.158995,-115.463249,-34.614563,Tree_movement
738679.7441,-0.195679,0.757813,-0.125122,23.29254,-92.964165,-13.809203,Tree_movement
738679.7441,-0.16748,1.001343,-0.052856,-15.861510000000001,-90.156548,-13.542174,Tree_movement
738679.7441,-0.09375,0.758423,0.039673,-32.478333,-64.247131,-8.163452,Tree_movement
738679.7441,-0.082642,0.848511,0.002441,4.646301,-58.79211,-15.098571,Tree_movement
738679.7441,-0.187012,0.818604,-0.022217,-4.142761,-17.807007,-18.058777,Tree_movement
738679.7441,-0.269653,0.914185,0.031372,-24.078367,10.597228,-1.998901,Tree_movement
738679.7441,-0.325073,0.890015,0.075806,-26.603697,2.998352,32.867432,Tree_movement
738679.7441,-0.175171,1.128784,0.109863,-20.782469,-25.0473,23.780821,Tree_movement
738679.7441,0.067383,1.07373,0.070923,-36.010742,-15.731811,5.447387,Tree_movement
738679.7445,0.103149,0.706543,0.68457,4.692078,8.552551,-38.238525,Tree_movement
738679.7445,0.064453,0.634155,0.602295,1.922607,-10.688781,-30.22003,Tree_movement
738679.7445,0.06897,0.744995,0.655884,-9.536743,1.953125,-26.580809,Tree_movement
738679.7441,-0.142212,0.742554,0.454834,5.516052,-17.272949,0.938415,Tree_movement
738679.7441,-0.099854,0.751953,0.480835,-1.953125,-7.347106,-3.494262,Tree_movement
738679.7441,-0.175049,0.853394,0.435913,-0.427246,-7.530212,-8.544922,Tree_movement
738679.7445,0.077515,0.704346,0.604126,10.986327,-34.286499,-17.959595,Tree_movement
738679.7445,0.200928,0.710327,0.575317,15.350341,-51.017757,-9.101868,Tree_movement
738679.7445,0.108521,0.786011,0.545288,5.271911,-48.645016,-16.899109,Tree_movement
738679.7445,0.199097,0.749512,0.632935,-12.687682,-43.55621,-23.483274,Tree_movement
738679.7445,0.169312,0.688721,0.536865,-0.953674,-25.520323,-27.244566,Tree_movement
738679.7445,0.121704,0.694092,0.549072,-2.616882,-8.880615,-23.368834,Tree_movement
738679.7445,0.049438,0.704956,0.527222,-9.872437,-13.702392,-21.759031,Tree_movement
738679.7441,-0.077148,0.983398,0.19043,-3.463745,-36.16333,41.076656,Tree_movement
738679.7441,0.231201,0.778931,0.184448,-2.449036,-10.57434,45.524593,Tree_movement
738679.7441,0.195068,0.946411,0.2052,-3.814697,41.229244,35.995483,Tree_movement
738679.7441,0.160156,0.930298,0.189453,0.663757,79.460144,21.591185,Tree_movement
738679.7441,0.02124,0.91626,0.178223,15.380858,53.520199,12.092589,Tree_movement
738679.7442,0.453979,0.729126,0.290039,0.144958,12.96234,22.575377,Tree_movement
738679.7442,0.525879,0.742676,0.277588,44.631954,80.490105,11.650084,Tree_movement
738679.7441,0.007935,0.938354,0.22644,6.904602,11.161803,22.773741,Tree_movement
738679.7441,0.132202,0.884033,0.236328,19.15741,9.170532,27.877806,Tree_movement
738679.744,0.059814,0.860474,-0.149292,35.736084,101.760857,82.94677,Tree_movement
738679.744,0.223511,0.720093,-0.240845,16.281128,103.836052,53.436275,Tree_movement
738679.744,0.253296,0.651367,-0.19751,8.049011,88.890068,42.907711,Tree_movement
738679.744,0.089722,0.605347,-0.119629,16.113281,92.346184,26.855467,Tree_movement
738679.744,0.352173,0.683716,-0.227539,9.44519,66.917419,1.541138,Tree_movement
738679.744,0.468872,0.802979,0.046143000000000003,-40.443417,70.915222,-23.185728,Tree_movement
738679.744,0.294556,0.842529,0.024048,-14.648437,41.831966,20.011902,Tree_movement
738679.744,0.694336,0.775391,-0.103027,34.355164,67.459106,12.7182,Tree_movement
738679.744,0.182129,1.029663,-0.133301,-31.036375,41.526791,13.694762,Tree_movement
738679.744,0.400513,0.729614,0.019409,-42.41943,-10.101317,-3.265381,Tree_movement
738679.744,0.346313,0.89856,0.029663,7.156372,-1.068115,-20.431517,Tree_movement
738679.744,0.343384,0.822021,0.103638,-15.945434,-18.501282,-7.476806,Tree_movement
738679.744,0.327637,0.689331,0.13147,6.362915,-11.688231,-8.758545,Tree_movement
738679.744,0.328735,0.839722,0.027466,28.823851,-10.009766,-17.311096,Tree_movement
738679.7444,-0.041626,0.762085,0.561523,4.302979,9.437561,12.924193,Tree_movement
738679.7445,0.22168,0.5,0.770142,-26.68762,-11.337279,23.361204,Tree_movement
738679.7445,0.269897,0.482544,0.816162,-29.266356,-6.347656,18.127441,Tree_movement
738679.7445,0.163452,0.54187,0.842407,-43.693539,-5.500793,-4.02832,Tree_movement
738679.7445,0.153198,0.657349,0.94458,-54.51965,3.807068,-7.820129,Tree_movement
738679.7445,0.10083,0.462646,0.944946,-53.710934,-3.059387,-15.098571,Tree_movement
738679.7445,0.16394,0.365723,0.821655,-32.188416,-23.872374,-28.099058,Tree_movement
738679.7445,0.144287,0.377686,0.859741,-30.067442,-25.894163,-30.72357,Tree_movement
738679.7444,0.117432,0.715454,0.641357,-16.204834,21.537779,-19.309998,Tree_movement
738679.7444,0.066284,0.677124,0.678955,-45.318600000000004,15.464782,38.490295,Tree_movement
738679.7444,0.011353,0.652954,0.674805,-23.239134,20.164488,-0.068665,Tree_movement
738679.7444,0.014648,0.636475,0.694458,-5.15747,5.28717,3.288269,Tree_movement
738679.7444,-0.069336,0.718994,0.655762,-4.241943,1.876831,13.397216,Tree_movement
738679.7444,-0.035767,0.71521,0.715576,-7.56073,-12.344359,49.156185,Tree_movement
738679.7444,0.149536,0.727051,0.741455,11.329650000000001,-3.318786,31.188963,Tree_movement
738679.7444,-0.045776,0.588745,0.616699,35.697937,8.964539,32.264709,Tree_movement
738679.7444,-0.002441,0.584351,0.637939,38.070679,4.470825,83.038322,Tree_movement
738679.7444,0.161621,0.684814,0.668701,25.695799,21.850584,104.843132,Tree_movement
738679.7444,0.348877,0.748169,0.705322,5.462646,5.119323,-1.419067,Tree_movement
738679.7444,0.195435,0.681274,0.771973,-14.976501,2.433777,-15.602111,Tree_movement
738679.7444,-0.046143000000000003,0.650146,0.654053,-14.770507,-18.730164,20.683287,Tree_movement
738679.7444,0.016724,0.595581,0.659058,-2.815246,-12.504577,15.190124,Tree_movement
738679.7444,0.162354,0.653076,0.640381,3.730774,-3.250122,11.634826,Tree_movement
738679.7444,0.272827,0.652344,0.647095,11.741637,-0.62561,19.241333,Tree_movement
738679.7444,0.289551,0.675537,0.650635,0.87738,9.674072,29.304502,Tree_movement
738679.7444,0.325073,0.647827,0.679932,-9.536743,5.233764,16.220093,Tree_movement
738679.7441,-0.122803,0.88269,0.434204,1.464844,8.628845,2.471924,Tree_movement
738679.7441,-0.118896,0.812134,0.396118,-0.648498,8.781433,8.560181,Tree_movement
738679.7441,-0.120972,0.804443,0.412354,0.617981,11.505126,4.91333,Tree_movement
738679.7441,-0.122192,0.834106,0.427979,8.163452,17.440796,2.410889,Tree_movement
738679.7441,-0.147583,0.807373,0.395386,6.454467,9.880066,2.449036,Tree_movement
738679.7441,-0.17688,0.927979,0.408813,2.830505,3.387451,-3.013611,Tree_movement
738679.7441,-0.129883,0.844971,0.394043,-0.12207,-1.144409,0.686645,Tree_movement
738679.7441,-0.10498,0.799683,0.414063,2.792358,1.190186,0.38147,Tree_movement
738679.7441,-0.14917,0.896851,0.402222,4.837036,15.457152,0.350952,Tree_movement
738679.7441,-0.120361,0.803467,0.374756,-2.540588,12.260436,4.516602,Tree_movement
738679.7441,-0.140991,0.880249,0.387207,-2.655029,11.07788,0.366211,Tree_movement
738679.7441,-0.190308,0.828857,0.366699,-7.202148,1.121521,-2.586365,Tree_movement
738679.7441,-0.220703,0.788452,0.36499,-13.801574,-11.642455,-10.162353,Tree_movement
738679.7441,-0.180176,0.888794,0.393677,-40.298458,-19.233704,-14.587401,Tree_movement
738679.7441,-0.150391,0.72876,0.41687,-17.39502,-4.386902,-2.037048,Tree_movement
738679.7441,-0.09082,0.745239,0.505981,-10.620116,-6.347656,-2.029419,Tree_movement
738679.7441,-0.140869,0.77124,0.470459,-10.398864,4.081726,-1.945495,Tree_movement
